Country Name,Country Code,Series Name,Series Code,2023 [YR2023]
Lithuania,LTU,"Population, total",SP.POP.TOTL,2803946
Lithuania,LTU,Urban population,SP.URB.TOTL,1926143
Lithuania,LTU,"Population, female",SP.POP.TOTL.FE.IN,1486591
Lithuania,LTU,"Population, male",SP.POP.TOTL.MA.IN,1317354
Lithuania,LTU,Rural population,SP.RUR.TOTL,877803
Lithuania,LTU,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,..
Low & middle income,LMY,"Population ages 80 and above, male",SP.POP.80UP.MA,34630824
Low & middle income,LMY,"Population ages 80 and above, female",SP.POP.80UP.FE,57468509
Low & middle income,LMY,"Population, total",SP.POP.TOTL,6746924578
Low & middle income,LMY,Urban population,SP.URB.TOTL,3551883905
Low & middle income,LMY,"Population, female",SP.POP.TOTL.FE.IN,3349870299
Low & middle income,LMY,"Population, male",SP.POP.TOTL.MA.IN,3397054281
Low & middle income,LMY,Rural population,SP.RUR.TOTL,3193274569
Low & middle income,LMY,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,..
Low income,LIC,"Population ages 80 and above, male",SP.POP.80UP.MA,1090178
Low income,LIC,"Population ages 80 and above, female",SP.POP.80UP.FE,1858345
Low income,LIC,"Population, total",SP.POP.TOTL,722984063
Low income,LIC,Urban population,SP.URB.TOTL,253189935
Low income,LIC,"Population, female",SP.POP.TOTL.FE.IN,362082454
Low income,LIC,"Population, male",SP.POP.TOTL.MA.IN,360901606
Low income,LIC,Rural population,SP.RUR.TOTL,469794128
Low income,LIC,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,..
Lower middle income,LMC,"Population ages 80 and above, male",SP.POP.80UP.MA,11455721
Lower middle income,LMC,"Population ages 80 and above, female",SP.POP.80UP.FE,17696590
Lower middle income,LMC,"Population, total",SP.POP.TOTL,3232011333
Lower middle income,LMC,Urban population,SP.URB.TOTL,1382362189
Lower middle income,LMC,"Population, female",SP.POP.TOTL.FE.IN,1594567143
Lower middle income,LMC,"Population, male",SP.POP.TOTL.MA.IN,1637444193
Lower middle income,LMC,Rural population,SP.RUR.TOTL,1849649144
Lower middle income,LMC,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,..
Luxembourg,LUX,"Population ages 80 and above, male",SP.POP.80UP.MA,10392
Luxembourg,LUX,"Population ages 80 and above, female",SP.POP.80UP.FE,16542
Luxembourg,LUX,"Population, total",SP.POP.TOTL,659904
Luxembourg,LUX,Urban population,SP.URB.TOTL,607626
Luxembourg,LUX,"Population, female",SP.POP.TOTL.FE.IN,327762
Luxembourg,LUX,"Population, male",SP.POP.TOTL.MA.IN,332142
Luxembourg,LUX,Rural population,SP.RUR.TOTL,52278
Luxembourg,LUX,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,..
"Macao SAR, China",MAC,"Population ages 80 and above, male",SP.POP.80UP.MA,7675
"Macao SAR, China",MAC,"Population ages 80 and above, female",SP.POP.80UP.FE,11259
"Macao SAR, China",MAC,"Population, total",SP.POP.TOTL,704149
"Macao SAR, China",MAC,Urban population,SP.URB.TOTL,704149
"Macao SAR, China",MAC,"Population, female",SP.POP.TOTL.FE.IN,374241
"Macao SAR, China",MAC,"Population, male",SP.POP.TOTL.MA.IN,329909
"Macao SAR, China",MAC,Rural population,SP.RUR.TOTL,0
"Macao SAR, China",MAC,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,..
Madagascar,MDG,"Population ages 80 and above, male",SP.POP.80UP.MA,48257
Madagascar,MDG,"Population ages 80 and above, female",SP.POP.80UP.FE,68446
Madagascar,MDG,"Population, total",SP.POP.TOTL,30325732
Madagascar,MDG,Urban population,SP.URB.TOTL,12298904
Madagascar,MDG,"Population, female",SP.POP.TOTL.FE.IN,15135032
Madagascar,MDG,"Population, male",SP.POP.TOTL.MA.IN,15190700
Madagascar,MDG,Rural population,SP.RUR.TOTL,18026828
Madagascar,MDG,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,..
Malawi,MWI,"Population ages 80 and above, male",SP.POP.80UP.MA,33724
Malawi,MWI,"Population ages 80 and above, female",SP.POP.80UP.FE,78580
Malawi,MWI,"Population, total",SP.POP.TOTL,20931751
Malawi,MWI,Urban population,SP.URB.TOTL,3826324
Malawi,MWI,"Population, female",SP.POP.TOTL.FE.IN,10747253
Malawi,MWI,"Population, male",SP.POP.TOTL.MA.IN,10184498
Malawi,MWI,Rural population,SP.RUR.TOTL,17105427
Malawi,MWI,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,..
Malaysia,MYS,"Population ages 80 and above, male",SP.POP.80UP.MA,174555
Malaysia,MYS,"Population ages 80 and above, female",SP.POP.80UP.FE,225800
Malaysia,MYS,"Population, total",SP.POP.TOTL,34308525
Malaysia,MYS,Urban population,SP.URB.TOTL,27006299
Malaysia,MYS,"Population, female",SP.POP.TOTL.FE.IN,16788267
Malaysia,MYS,"Population, male",SP.POP.TOTL.MA.IN,17520258
Malaysia,MYS,Rural population,SP.RUR.TOTL,7302226
Malaysia,MYS,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,..
Maldives,MDV,"Population ages 80 and above, male",SP.POP.80UP.MA,2892
Maldives,MDV,"Population ages 80 and above, female",SP.POP.80UP.FE,2644
Maldives,MDV,"Population, total",SP.POP.TOTL,521021
Maldives,MDV,Urban population,SP.URB.TOTL,218678
Maldives,MDV,"Population, female",SP.POP.TOTL.FE.IN,222431
Maldives,MDV,"Population, male",SP.POP.TOTL.MA.IN,298591
Maldives,MDV,Rural population,SP.RUR.TOTL,302343
Maldives,MDV,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,..
Mali,MLI,"Population ages 80 and above, male",SP.POP.80UP.MA,23067
Mali,MLI,"Population ages 80 and above, female",SP.POP.80UP.FE,31164
Mali,MLI,"Population, total",SP.POP.TOTL,23293698
Mali,MLI,Urban population,SP.URB.TOTL,10759126
Mali,MLI,"Population, female",SP.POP.TOTL.FE.IN,11534926
Mali,MLI,"Population, male",SP.POP.TOTL.MA.IN,11758772
Mali,MLI,Rural population,SP.RUR.TOTL,12534572
Mali,MLI,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,..
Malta,MLT,"Population ages 80 and above, male",SP.POP.80UP.MA,9659
Malta,MLT,"Population ages 80 and above, female",SP.POP.80UP.FE,15245
Malta,MLT,"Population, total",SP.POP.TOTL,532616
Malta,MLT,Urban population,SP.URB.TOTL,505671
Malta,MLT,"Population, female",SP.POP.TOTL.FE.IN,254877
Malta,MLT,"Population, male",SP.POP.TOTL.MA.IN,277739
Malta,MLT,Rural population,SP.RUR.TOTL,26945
Malta,MLT,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,..
Marshall Islands,MHL,"Population ages 80 and above, male",SP.POP.80UP.MA,42
Marshall Islands,MHL,"Population ages 80 and above, female",SP.POP.80UP.FE,67
Marshall Islands,MHL,"Population, total",SP.POP.TOTL,41996
Marshall Islands,MHL,Urban population,SP.URB.TOTL,33121
Marshall Islands,MHL,"Population, female",SP.POP.TOTL.FE.IN,20571
Marshall Islands,MHL,"Population, male",SP.POP.TOTL.MA.IN,21425
Marshall Islands,MHL,Rural population,SP.RUR.TOTL,8875
Marshall Islands,MHL,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,..
Mauritania,MRT,"Population ages 80 and above, male",SP.POP.80UP.MA,8599
Mauritania,MRT,"Population ages 80 and above, female",SP.POP.80UP.FE,10929
Mauritania,MRT,"Population, total",SP.POP.TOTL,4862989
Mauritania,MRT,Urban population,SP.URB.TOTL,2805896
Mauritania,MRT,"Population, female",SP.POP.TOTL.FE.IN,2478273
Mauritania,MRT,"Population, male",SP.POP.TOTL.MA.IN,2384716
Mauritania,MRT,Rural population,SP.RUR.TOTL,2057093
Mauritania,MRT,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,..
Mauritius,MUS,"Population ages 80 and above, male",SP.POP.80UP.MA,9818
Mauritius,MUS,"Population ages 80 and above, female",SP.POP.80UP.FE,17190
Mauritius,MUS,"Population, total",SP.POP.TOTL,1263939
Mauritius,MUS,Urban population,SP.URB.TOTL,516534
Mauritius,MUS,"Population, female",SP.POP.TOTL.FE.IN,641157
Mauritius,MUS,"Population, male",SP.POP.TOTL.MA.IN,622782
Mauritius,MUS,Rural population,SP.RUR.TOTL,747405
Mauritius,MUS,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,..
Mexico,MEX,"Population ages 80 and above, male",SP.POP.80UP.MA,936147
Mexico,MEX,"Population ages 80 and above, female",SP.POP.80UP.FE,1302939
Mexico,MEX,"Population, total",SP.POP.TOTL,128455567
Mexico,MEX,Urban population,SP.URB.TOTL,104796621
Mexico,MEX,"Population, female",SP.POP.TOTL.FE.IN,65814200
Mexico,MEX,"Population, male",SP.POP.TOTL.MA.IN,62641366
Mexico,MEX,Rural population,SP.RUR.TOTL,23658946
Mexico,MEX,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,..
"Micronesia, Fed. Sts.",FSM,"Population ages 80 and above, male",SP.POP.80UP.MA,219
"Micronesia, Fed. Sts.",FSM,"Population ages 80 and above, female",SP.POP.80UP.FE,499
"Micronesia, Fed. Sts.",FSM,"Population, total",SP.POP.TOTL,115224
"Micronesia, Fed. Sts.",FSM,Urban population,SP.URB.TOTL,26938
"Micronesia, Fed. Sts.",FSM,"Population, female",SP.POP.TOTL.FE.IN,57334
"Micronesia, Fed. Sts.",FSM,"Population, male",SP.POP.TOTL.MA.IN,57891
"Micronesia, Fed. Sts.",FSM,Rural population,SP.RUR.TOTL,88286
"Micronesia, Fed. Sts.",FSM,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,..
Middle East & North Africa,MEA,"Population ages 80 and above, male",SP.POP.80UP.MA,1528528
Middle East & North Africa,MEA,"Population ages 80 and above, female",SP.POP.80UP.FE,2450579
Middle East & North Africa,MEA,"Population, total",SP.POP.TOTL,500703769
Middle East & North Africa,MEA,Urban population,SP.URB.TOTL,332307259
Middle East & North Africa,MEA,"Population, female",SP.POP.TOTL.FE.IN,242132254
Middle East & North Africa,MEA,"Population, male",SP.POP.TOTL.MA.IN,258571516
Middle East & North Africa,MEA,Rural population,SP.RUR.TOTL,168396510
Middle East & North Africa,MEA,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,..
Middle East & North Africa (excluding high income),MNA,"Population ages 80 and above, male",SP.POP.80UP.MA,1281921
Middle East & North Africa (excluding high income),MNA,"Population ages 80 and above, female",SP.POP.80UP.FE,2127845
Middle East & North Africa (excluding high income),MNA,"Population, total",SP.POP.TOTL,430850589
Middle East & North Africa (excluding high income),MNA,Urban population,SP.URB.TOTL,270604584
Middle East & North Africa (excluding high income),MNA,"Population, female",SP.POP.TOTL.FE.IN,213545547
Middle East & North Africa (excluding high income),MNA,"Population, male",SP.POP.TOTL.MA.IN,217305043
Middle East & North Africa (excluding high income),MNA,Rural population,SP.RUR.TOTL,160246005
Middle East & North Africa (excluding high income),MNA,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,..
Middle East & North Africa (IDA & IBRD countries),TMN,"Population ages 80 and above, male",SP.POP.80UP.MA,1272320
Middle East & North Africa (IDA & IBRD countries),TMN,"Population ages 80 and above, female",SP.POP.80UP.FE,2111210
Middle East & North Africa (IDA & IBRD countries),TMN,"Population, total",SP.POP.TOTL,425691336
Middle East & North Africa (IDA & IBRD countries),TMN,Urban population,SP.URB.TOTL,266601932
Middle East & North Africa (IDA & IBRD countries),TMN,"Population, female",SP.POP.TOTL.FE.IN,210961268
Middle East & North Africa (IDA & IBRD countries),TMN,"Population, male",SP.POP.TOTL.MA.IN,214730069
Middle East & North Africa (IDA & IBRD countries),TMN,Rural population,SP.RUR.TOTL,159089404
Middle East & North Africa (IDA & IBRD countries),TMN,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,..
Middle income,MIC,"Population ages 80 and above, male",SP.POP.80UP.MA,33540646
Middle income,MIC,"Population ages 80 and above, female",SP.POP.80UP.FE,55610164
Middle income,MIC,"Population, total",SP.POP.TOTL,6023940515
Middle income,MIC,Urban population,SP.URB.TOTL,3298693970
Middle income,MIC,"Population, female",SP.POP.TOTL.FE.IN,2987787845
Middle income,MIC,"Population, male",SP.POP.TOTL.MA.IN,3036152675
Middle income,MIC,Rural population,SP.RUR.TOTL,2723480441
Middle income,MIC,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,..
Moldova,MDA,"Population ages 80 and above, male",SP.POP.80UP.MA,11624
Moldova,MDA,"Population ages 80 and above, female",SP.POP.80UP.FE,34422
Moldova,MDA,"Population, total",SP.POP.TOTL,2411126
Moldova,MDA,Urban population,SP.URB.TOTL,1045778
Moldova,MDA,"Population, female",SP.POP.TOTL.FE.IN,1261135
Moldova,MDA,"Population, male",SP.POP.TOTL.MA.IN,1149991
Moldova,MDA,Rural population,SP.RUR.TOTL,1365348
Moldova,MDA,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,..
Monaco,MCO,"Population ages 80 and above, male",SP.POP.80UP.MA,2536
Monaco,MCO,"Population ages 80 and above, female",SP.POP.80UP.FE,3261
Monaco,MCO,"Population, total",SP.POP.TOTL,36297
Monaco,MCO,Urban population,SP.URB.TOTL,36297
Monaco,MCO,"Population, female",SP.POP.TOTL.FE.IN,18515
Monaco,MCO,"Population, male",SP.POP.TOTL.MA.IN,17783
Monaco,MCO,Rural population,SP.RUR.TOTL,0
Monaco,MCO,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,..
Mongolia,MNG,"Population ages 80 and above, male",SP.POP.80UP.MA,8982
Mongolia,MNG,"Population ages 80 and above, female",SP.POP.80UP.FE,17775
Mongolia,MNG,"Population, total",SP.POP.TOTL,3447157
Mongolia,MNG,Urban population,SP.URB.TOTL,2381606
Mongolia,MNG,"Population, female",SP.POP.TOTL.FE.IN,1738709
Mongolia,MNG,"Population, male",SP.POP.TOTL.MA.IN,1708447
Mongolia,MNG,Rural population,SP.RUR.TOTL,1065551
Mongolia,MNG,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,..
Montenegro,MNE,"Population ages 80 and above, male",SP.POP.80UP.MA,6999
Montenegro,MNE,"Population ages 80 and above, female",SP.POP.80UP.FE,15855
Montenegro,MNE,"Population, total",SP.POP.TOTL,616791
Montenegro,MNE,Urban population,SP.URB.TOTL,422514
Montenegro,MNE,"Population, female",SP.POP.TOTL.FE.IN,316516
Montenegro,MNE,"Population, male",SP.POP.TOTL.MA.IN,300274
Montenegro,MNE,Rural population,SP.RUR.TOTL,194277
Montenegro,MNE,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,..
Morocco,MAR,"Population ages 80 and above, male",SP.POP.80UP.MA,152258
Morocco,MAR,"Population ages 80 and above, female",SP.POP.80UP.FE,239636
Morocco,MAR,"Population, total",SP.POP.TOTL,37840044
Morocco,MAR,Urban population,SP.URB.TOTL,24641815
Morocco,MAR,"Population, female",SP.POP.TOTL.FE.IN,18802069
Morocco,MAR,"Population, male",SP.POP.TOTL.MA.IN,19037976
Morocco,MAR,Rural population,SP.RUR.TOTL,13198229
Morocco,MAR,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,..
Mozambique,MOZ,"Population ages 80 and above, male",SP.POP.80UP.MA,31258
Mozambique,MOZ,"Population ages 80 and above, female",SP.POP.80UP.FE,51627
Mozambique,MOZ,"Population, total",SP.POP.TOTL,33897354
Mozambique,MOZ,Urban population,SP.URB.TOTL,13136242
Mozambique,MOZ,"Population, female",SP.POP.TOTL.FE.IN,17262682
Mozambique,MOZ,"Population, male",SP.POP.TOTL.MA.IN,16634672
Mozambique,MOZ,Rural population,SP.RUR.TOTL,20761112
Mozambique,MOZ,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,..
Myanmar,MMR,"Population ages 80 and above, male",SP.POP.80UP.MA,159828
Myanmar,MMR,"Population ages 80 and above, female",SP.POP.80UP.FE,284364
Myanmar,MMR,"Population, total",SP.POP.TOTL,54577997
Myanmar,MMR,Urban population,SP.URB.TOTL,17526086
Myanmar,MMR,"Population, female",SP.POP.TOTL.FE.IN,27425029
Myanmar,MMR,"Population, male",SP.POP.TOTL.MA.IN,27152968
Myanmar,MMR,Rural population,SP.RUR.TOTL,37051911
Myanmar,MMR,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,..
Namibia,NAM,"Population ages 80 and above, male",SP.POP.80UP.MA,3961
Namibia,NAM,"Population ages 80 and above, female",SP.POP.80UP.FE,10679
Namibia,NAM,"Population, total",SP.POP.TOTL,2604172
Namibia,NAM,Urban population,SP.URB.TOTL,1429326
Namibia,NAM,"Population, female",SP.POP.TOTL.FE.IN,1347919
Namibia,NAM,"Population, male",SP.POP.TOTL.MA.IN,1256253
Namibia,NAM,Rural population,SP.RUR.TOTL,1174846
Namibia,NAM,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,..
Nauru,NRU,"Population ages 80 and above, male",SP.POP.80UP.MA,6
Nauru,NRU,"Population ages 80 and above, female",SP.POP.80UP.FE,11
Nauru,NRU,"Population, total",SP.POP.TOTL,12780
Nauru,NRU,Urban population,SP.URB.TOTL,12780
Nauru,NRU,"Population, female",SP.POP.TOTL.FE.IN,6293
Nauru,NRU,"Population, male",SP.POP.TOTL.MA.IN,6487
Nauru,NRU,Rural population,SP.RUR.TOTL,0
Nauru,NRU,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,..
Nepal,NPL,"Population ages 80 and above, male",SP.POP.80UP.MA,102096
Nepal,NPL,"Population ages 80 and above, female",SP.POP.80UP.FE,144592
Nepal,NPL,"Population, total",SP.POP.TOTL,30896590
Nepal,NPL,Urban population,SP.URB.TOTL,6767280
Nepal,NPL,"Population, female",SP.POP.TOTL.FE.IN,16084227
Nepal,NPL,"Population, male",SP.POP.TOTL.MA.IN,14812363
Nepal,NPL,Rural population,SP.RUR.TOTL,24129310
Nepal,NPL,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,..
Netherlands,NLD,"Population ages 80 and above, male",SP.POP.80UP.MA,364255
Netherlands,NLD,"Population ages 80 and above, female",SP.POP.80UP.FE,534405
Netherlands,NLD,"Population, total",SP.POP.TOTL,17748150
Netherlands,NLD,Urban population,SP.URB.TOTL,16537549
Netherlands,NLD,"Population, female",SP.POP.TOTL.FE.IN,8923515
Netherlands,NLD,"Population, male",SP.POP.TOTL.MA.IN,8824635
Netherlands,NLD,Rural population,SP.RUR.TOTL,1210601
Netherlands,NLD,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,..
New Caledonia,NCL,"Population ages 80 and above, male",SP.POP.80UP.MA,2806
New Caledonia,NCL,"Population ages 80 and above, female",SP.POP.80UP.FE,4329
New Caledonia,NCL,"Population, total",SP.POP.TOTL,271940
New Caledonia,NCL,Urban population,SP.URB.TOTL,197752
New Caledonia,NCL,"Population, female",SP.POP.TOTL.FE.IN,136765
New Caledonia,NCL,"Population, male",SP.POP.TOTL.MA.IN,135175
New Caledonia,NCL,Rural population,SP.RUR.TOTL,74188
New Caledonia,NCL,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,..
New Zealand,NZL,"Population ages 80 and above, male",SP.POP.80UP.MA,90783
New Zealand,NZL,"Population ages 80 and above, female",SP.POP.80UP.FE,121524
New Zealand,NZL,"Population, total",SP.POP.TOTL,5163908
New Zealand,NZL,Urban population,SP.URB.TOTL,4491825
New Zealand,NZL,"Population, female",SP.POP.TOTL.FE.IN,2603811
New Zealand,NZL,"Population, male",SP.POP.TOTL.MA.IN,2560097
New Zealand,NZL,Rural population,SP.RUR.TOTL,672083
New Zealand,NZL,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,..
Nicaragua,NIC,"Population ages 80 and above, male",SP.POP.80UP.MA,23940
Nicaragua,NIC,"Population ages 80 and above, female",SP.POP.80UP.FE,39101
Nicaragua,NIC,"Population, total",SP.POP.TOTL,7046310
Nicaragua,NIC,Urban population,SP.URB.TOTL,4217146
Nicaragua,NIC,"Population, female",SP.POP.TOTL.FE.IN,3574321
Nicaragua,NIC,"Population, male",SP.POP.TOTL.MA.IN,3471990
Nicaragua,NIC,Rural population,SP.RUR.TOTL,2829164
Nicaragua,NIC,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,..
Niger,NER,"Population ages 80 and above, male",SP.POP.80UP.MA,22456
Niger,NER,"Population ages 80 and above, female",SP.POP.80UP.FE,35373
Niger,NER,"Population, total",SP.POP.TOTL,27202843
Niger,NER,Urban population,SP.URB.TOTL,4639173
Niger,NER,"Population, female",SP.POP.TOTL.FE.IN,13405554
Niger,NER,"Population, male",SP.POP.TOTL.MA.IN,13797289
Niger,NER,Rural population,SP.RUR.TOTL,22563670
Niger,NER,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,..
Nigeria,NGA,"Population ages 80 and above, male",SP.POP.80UP.MA,331465
Nigeria,NGA,"Population ages 80 and above, female",SP.POP.80UP.FE,390545
Nigeria,NGA,"Population, total",SP.POP.TOTL,223804632
Nigeria,NGA,Urban population,SP.URB.TOTL,121487868
Nigeria,NGA,"Population, female",SP.POP.TOTL.FE.IN,110671742
Nigeria,NGA,"Population, male",SP.POP.TOTL.MA.IN,113132890
Nigeria,NGA,Rural population,SP.RUR.TOTL,102316764
Nigeria,NGA,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,..
North America,NAC,"Population ages 80 and above, male",SP.POP.80UP.MA,6301978
North America,NAC,"Population ages 80 and above, female",SP.POP.80UP.FE,9118924
North America,NAC,"Population, total",SP.POP.TOTL,374265128
North America,NAC,Urban population,SP.URB.TOTL,311191820
North America,NAC,"Population, female",SP.POP.TOTL.FE.IN,188927756
North America,NAC,"Population, male",SP.POP.TOTL.MA.IN,185337374
North America,NAC,Rural population,SP.RUR.TOTL,63073308
North America,NAC,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,..
North Macedonia,MKD,"Population ages 80 and above, male",SP.POP.80UP.MA,17542
North Macedonia,MKD,"Population ages 80 and above, female",SP.POP.80UP.FE,31839
North Macedonia,MKD,"Population, total",SP.POP.TOTL,2051957
North Macedonia,MKD,Urban population,SP.URB.TOTL,1220484
North Macedonia,MKD,"Population, female",SP.POP.TOTL.FE.IN,1029409
North Macedonia,MKD,"Population, male",SP.POP.TOTL.MA.IN,1022548
North Macedonia,MKD,Rural population,SP.RUR.TOTL,831473
North Macedonia,MKD,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,..
Northern Mariana Islands,MNP,"Population ages 80 and above, male",SP.POP.80UP.MA,211
Northern Mariana Islands,MNP,"Population ages 80 and above, female",SP.POP.80UP.FE,243
Northern Mariana Islands,MNP,"Population, total",SP.POP.TOTL,49796
Northern Mariana Islands,MNP,Urban population,SP.URB.TOTL,45850
Northern Mariana Islands,MNP,"Population, female",SP.POP.TOTL.FE.IN,23049
Northern Mariana Islands,MNP,"Population, male",SP.POP.TOTL.MA.IN,26747
Northern Mariana Islands,MNP,Rural population,SP.RUR.TOTL,3946
Northern Mariana Islands,MNP,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,..
Norway,NOR,"Population ages 80 and above, male",SP.POP.80UP.MA,104188
Norway,NOR,"Population ages 80 and above, female",SP.POP.80UP.FE,150321
Norway,NOR,"Population, total",SP.POP.TOTL,5496014
Norway,NOR,Urban population,SP.URB.TOTL,4616377
Norway,NOR,"Population, female",SP.POP.TOTL.FE.IN,2722146
Norway,NOR,"Population, male",SP.POP.TOTL.MA.IN,2773868
Norway,NOR,Rural population,SP.RUR.TOTL,879637
Norway,NOR,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,..
Not classified,INX,"Population ages 80 and above, male",SP.POP.80UP.MA,..
Not classified,INX,"Population ages 80 and above, female",SP.POP.80UP.FE,..
Not classified,INX,"Population, total",SP.POP.TOTL,..
Not classified,INX,Urban population,SP.URB.TOTL,..
Not classified,INX,"Population, female",SP.POP.TOTL.FE.IN,..
Not classified,INX,"Population, male",SP.POP.TOTL.MA.IN,..
Not classified,INX,Rural population,SP.RUR.TOTL,..
Not classified,INX,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,..
OECD members,OED,"Population ages 80 and above, male",SP.POP.80UP.MA,26408014
OECD members,OED,"Population ages 80 and above, female",SP.POP.80UP.FE,42116754
OECD members,OED,"Population, total",SP.POP.TOTL,1378909124
OECD members,OED,Urban population,SP.URB.TOTL,1126575339
OECD members,OED,"Population, female",SP.POP.TOTL.FE.IN,700034372
OECD members,OED,"Population, male",SP.POP.TOTL.MA.IN,678874750
OECD members,OED,Rural population,SP.RUR.TOTL,252333785
OECD members,OED,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,..
Oman,OMN,"Population ages 80 and above, male",SP.POP.80UP.MA,7102
Oman,OMN,"Population ages 80 and above, female",SP.POP.80UP.FE,10043
Oman,OMN,"Population, total",SP.POP.TOTL,4644384
Oman,OMN,Urban population,SP.URB.TOTL,4105635
Oman,OMN,"Population, female",SP.POP.TOTL.FE.IN,1825394
Oman,OMN,"Population, male",SP.POP.TOTL.MA.IN,2818990
Oman,OMN,Rural population,SP.RUR.TOTL,538749
Oman,OMN,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,..
Other small states,OSS,"Population ages 80 and above, male",SP.POP.80UP.MA,131171
Other small states,OSS,"Population ages 80 and above, female",SP.POP.80UP.FE,235600
Other small states,OSS,"Population, total",SP.POP.TOTL,33595438
Other small states,OSS,Urban population,SP.URB.TOTL,21476201
Other small states,OSS,"Population, female",SP.POP.TOTL.FE.IN,16004210
Other small states,OSS,"Population, male",SP.POP.TOTL.MA.IN,17591224
Other small states,OSS,Rural population,SP.RUR.TOTL,12119237
Other small states,OSS,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,..
Pacific island small states,PSS,"Population ages 80 and above, male",SP.POP.80UP.MA,6661
Pacific island small states,PSS,"Population ages 80 and above, female",SP.POP.80UP.FE,10363
Pacific island small states,PSS,"Population, total",SP.POP.TOTL,2677728
Pacific island small states,PSS,Urban population,SP.URB.TOTL,1066311
Pacific island small states,PSS,"Population, female",SP.POP.TOTL.FE.IN,1327648
Pacific island small states,PSS,"Population, male",SP.POP.TOTL.MA.IN,1350081
Pacific island small states,PSS,Rural population,SP.RUR.TOTL,1611417
Pacific island small states,PSS,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,..
Pakistan,PAK,"Population ages 80 and above, male",SP.POP.80UP.MA,552885
Pakistan,PAK,"Population ages 80 and above, female",SP.POP.80UP.FE,729450
Pakistan,PAK,"Population, total",SP.POP.TOTL,240485658
Pakistan,PAK,Urban population,SP.URB.TOTL,91480744
Pakistan,PAK,"Population, female",SP.POP.TOTL.FE.IN,119229040
Pakistan,PAK,"Population, male",SP.POP.TOTL.MA.IN,121256617
Pakistan,PAK,Rural population,SP.RUR.TOTL,149004914
Pakistan,PAK,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,..
Palau,PLW,"Population ages 80 and above, male",SP.POP.80UP.MA,65
Palau,PLW,"Population ages 80 and above, female",SP.POP.80UP.FE,159
Palau,PLW,"Population, total",SP.POP.TOTL,18058
Palau,PLW,Urban population,SP.URB.TOTL,14881
Palau,PLW,"Population, female",SP.POP.TOTL.FE.IN,8698
Palau,PLW,"Population, male",SP.POP.TOTL.MA.IN,9359
Palau,PLW,Rural population,SP.RUR.TOTL,3177
Palau,PLW,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,..
Panama,PAN,"Population ages 80 and above, male",SP.POP.80UP.MA,36936
Panama,PAN,"Population ages 80 and above, female",SP.POP.80UP.FE,52615
Panama,PAN,"Population, total",SP.POP.TOTL,4468087
Panama,PAN,Urban population,SP.URB.TOTL,3105857
Panama,PAN,"Population, female",SP.POP.TOTL.FE.IN,2234515
